unix_time,players,rounds,score,time_s
1698222418.006584,2,1,293,16.24800395965576
1698222459.777275,2,2,1273,36.895485162734985
1698222530.221131,3,1,208,12.311727046966553
1698222562.079813,3,1,449,21.911298990249634
1698222579.438423,3,1,97,7.8562541007995605
1698222607.638249,3,2,918,22.706809043884277
1698222628.698678,3,1,290,15.557646989822388
1698222683.462457,3,4,2490,49.56789016723633
1698222795.840615,2,4,2155,36.14986991882324
1698222821.920679,2,2,959,24.366583108901978
1698222853.721661,2,3,1560,30.39366602897644
1698222873.761025,2,1,357,18.29652500152588
1698222920.867026,2,5,2812,44.3975670337677
1698222986.466714,2,7,4146,61.84368014335632
1698223468.858349,2,9,4905,56.7911479473114
1698223584.72443,2,14,8187,97.44790410995483
1698223740.959654,2,8,4679,65.25496196746826
1698223834.400995,2,10,5688,69.51012206077576
1698224662.115325,2,19,11299,132.53768515586853
1698225469.200973,2,2,874,21.48256015777588
1698225521.626116,2,5,2793,43.7230498790741
1698225574.287562,2,1,215,12.58350419998169
1698225697.372145,4,1,747,33.83408188819885
1698225765.607325,4,2,1679,53.13080406188965
1698225817.05395,4,3,1985,47.30800104141235
1698225880.778691,4,5,3197,59.929513931274414
1698226169.549565,2,9,5268,70.68233895301819
1698226231.450818,2,8,4411,54.40399098396301
1698226438.598944,3,1,536,26.006797075271606
1698226477.555084,3,1,765,34.619038105010986
1698226511.799875,3,1,698,31.796581029891968
1698226576.966479,3,3,2358,62.28374099731445
1698226626.922547,3,2,1503,46.07149004936218
1698226670.242525,3,2,1352,40.003865003585815
1698226692.561977,3,1,390,19.563458919525146
1698226734.726053,3,2,1343,39.6361939907074
1698226770.682578,3,1,704,32.128010988235474
1698226787.821011,3,1,273,14.814296960830688
1698226805.099825,3,1,275,14.967927932739258
1698226836.160182,3,1,615,28.5725679397583
1698226884.786373,3,2,1506,46.15108299255371
1698226929.920521,3,2,1306,38.2155179977417
1698226974.683939,3,2,1379,41.11819505691528
1698226998.826479,3,1,416,20.623175859451294
1698227026.023712,3,1,482,23.193538904190063
1698227052.561439,3,1,418,20.70063805580139
1698227104.604681,3,2,1558,48.288936138153076
1698227135.385471,3,1,561,26.35386300086975
1698227152.645096,3,1,239,13.497550964355469
1698227465.976242,4,13,8517,129.2855339050293
1698227668.524092,4,3,2325,61.64890217781067
1698227695.040234,4,1,499,23.879557132720947
1698227743.418741,4,2,1517,46.61395001411438
1698227856.763027,4,6,4915,110.53048801422119
1698228246.674752,4,2,1357,40.91440200805664
1698228290.126941,4,3,1740,37.50193190574646
1698228362.041497,4,5,3393,67.8952898979187
1698228463.792342,4,10,6348,95.84643983840942
1698228574.80561,4,8,5242,87.6489429473877
1698228681.09039,4,9,5987,99.47305488586426
1698228916.45367,2,2,667,12.676045894622803
1698229001.068494,4,1,322,16.878309965133667
1698229049.711708,4,1,750,33.99666118621826
1698229078.406572,4,1,469,22.65706706047058
1698229128.409066,4,3,1919,44.718904972076416
1698229159.268919,4,1,593,27.665247917175293
1698229201.972628,4,3,1765,38.56975817680359
1698229221.069369,4,1,275,14.964172840118408
1698229261.549377,4,3,1729,37.14219689369202
1698229281.873674,4,1,296,15.816753149032593
1698229312.950662,4,1,608,28.225754976272583
1698229377.892583,4,4,2764,60.52656292915344
1698230140.159238,2,19,11161,126.98893117904663
1698230898.879811,2,1,120,9.341063022613525
1698230918.176274,2,1,335,17.392089128494263
1698230931.973331,2,1,159,10.364459037780762
1698231365.146371,3,5,3247,66.5238049030304
1698231407.857864,3,1,196,11.78888487815857
1698231535.281086,6,1,388,19.481872081756592
1698231584.577735,6,3,1945,45.73911190032959
1698231626.035705,6,3,1745,37.74681091308594
1698231671.317519,6,3,1758,38.289067029953
1698231737.542005,6,5,3301,64.01827001571655
1698232052.644264,3,3,1618,32.69066286087036
1698232072.502229,3,1,233,13.325977087020874
1698232132.122051,3,4,2609,54.34243297576904
1698232146.644242,3,1,145,9.719359159469604
1698232164.337474,3,1,223,12.907457113265991
1698232192.461927,3,2,934,23.346511840820312
1698232230.86004,3,4,2098,33.898967027664185
1698232285.556129,3,3,2048,49.949344873428345
1698232331.302153,3,4,2294,41.67542219161987
1698232342.860262,3,1,62,6.480973958969116
1698232391.551395,3,4,2377,45.06516695022583
1698232442.244165,3,1,151,9.972595930099487
1698232784.784447,4,1,254,14.143874883651733
1698232852.085602,4,3,2378,63.07542705535889
1698232912.202799,4,3,2210,56.33375096321106
1698232970.404149,4,4,2655,56.20820498466492
1698232997.585981,4,1,530,25.181001901626587
1698233069.887615,4,2,1400,41.99260997772217
1698233216.410166,2,4,2028,31.436289072036743
1698233268.164995,2,5,2807,44.25815391540527
1698233665.151887,2,5,2981,51.20332407951355
1698233751.787599,2,12,6874,80.94104313850403
1698233778.955683,2,2,761,16.667500019073486
1698233813.005935,2,2,1032,27.271946907043457
1698233891.129696,2,8,4876,73.01952004432678
1698233998.451955,4,1,137,9.471301078796387
1698234013.826643,4,1,210,12.405260801315308
1698234034.508037,4,1,242,13.66105318069458
1698234080.307394,4,2,1266,36.55971813201904
1698234131.913157,4,3,1928,45.11400508880615
1698234171.048081,4,2,1147,31.83615279197693
1698234228.089506,4,4,2531,51.21589684486389
1698234247.550088,4,1,245,13.744719982147217
1698234365.728433,1,1,71,6.857517957687378
1698234424.152121,3,3,1431,25.24924111366272
1698234440.309871,3,1,203,12.116009950637817
1698234501.252719,3,5,3156,58.258102893829346
1698234568.451833,3,6,3658,60.270894050598145
1698234589.029766,3,1,187,11.454151153564453
1698234646.88935,3,8,4460,56.35945391654968
1698234769.415807,3,14,8720,118.7887511253357
1698234954.513098,3,9,5685,87.38940286636353
1698235040.532704,3,10,5952,80.35983204841614
1698235075.953391,3,3,1505,28.14471197128296
1698235179.215156,3,10,6404,98.15733814239502
1698235374.795499,3,3,2303,60.11641502380371
1698235416.591771,3,3,1591,31.58437991142273
1698235465.891527,3,3,1969,46.730764865875244
1698235529.298959,3,5,3150,57.92747116088867
1698235563.358191,3,1,641,29.53732395172119
1698235650.80071,3,7,4696,83.77665209770203
1698235851.398251,3,2,821,18.79403305053711
1698235877.995968,3,2,922,22.845188856124878
1698235900.976378,3,1,378,19.072575092315674
1698235925.079538,3,2,858,20.241971969604492
1698235942.519255,3,1,155,10.206640005111694
1698235961.974239,3,1,283,15.286534070968628
1698235977.856968,3,1,241,13.588261842727661
1698236038.237388,3,3,1765,38.522215843200684
1698236327.881185,4,3,1981,47.19788908958435
1698236398.441664,4,4,2849,63.951103925704956
1698236523.364897,4,7,5362,110.47177600860596
1698236570.463648,4,1,464,22.512771129608154
1698236614.31796,4,1,901,40.05038094520569
1698236695.642974,4,4,3158,76.22925305366516
1698236755.180583,4,2,1697,53.805670976638794
1698236812.620976,4,4,2566,52.631526947021484
1698236894.021639,4,5,3590,76.0835211277008
1698236954.964441,4,3,2159,54.29064178466797
1698236988.622453,4,1,551,26.02703309059143
1698237075.388582,4,7,4673,82.89804720878601
1698237132.527249,4,3,2067,50.68758702278137
1698237232.469091,3,3,1690,35.59756803512573
1698237267.424106,3,3,1566,30.6470468044281
1698237332.463324,3,6,3665,60.58658695220947
1698237389.165589,3,2,1047,27.85691809654236
1698237486.667164,3,1,275,14.995635032653809
1698237562.627122,3,8,4902,74.07688999176025
1698237582.488193,3,1,305,16.1717369556427
1698237664.671312,3,7,4552,78.06872296333313
1698237739.688651,3,5,3384,67.3562490940094
1698237788.007716,3,4,2264,40.48995399475098
1698237929.451619,3,3,1710,36.374488830566406
1698238012.446394,3,7,4514,76.49149584770203
1698238052.310304,3,3,1621,32.80099582672119
1698238131.846687,3,9,5390,75.57261610031128
1698238208.391698,3,5,3241,61.60122799873352
1698238377.989956,3,2,1537,48.06961393356323
1698238426.761017,3,2,1525,46.992329120635986
1698238469.059091,3,2,1332,39.23421597480774
1698238503.74542,3,1,705,32.176584005355835
1698238538.994106,3,1,740,33.55710291862488
1698238565.779857,3,1,523,24.85819911956787
1698238599.099566,3,1,650,29.926825046539307
1698238642.404054,3,2,1383,41.27117395401001
1698238689.082441,3,2,1438,43.44536018371582
1698238750.082412,3,3,2172,54.857990980148315
1698238810.385466,3,2,1759,56.30006504058838
1698238861.370718,3,2,1449,43.93726086616516
1698238905.94552,3,1,753,34.088947057724
1698238962.013533,3,2,1619,50.71919584274292
1698239023.327026,3,3,2146,53.81352996826172
1698239162.121467,3,5,3077,55.68557381629944
1698239212.867413,3,4,2337,43.46523404121399
1698239268.214498,3,5,2985,51.3706591129303
1698239291.432351,3,2,818,18.767554998397827
1698239336.775863,3,4,2302,42.048847913742065
1698239389.293652,3,3,1967,46.65099287033081
1698239449.920471,3,5,3036,53.41295313835144
1698239523.694562,3,7,4305,68.17179703712463
1698239774.797487,4,3,3639,74.16342401504517
1698239826.141522,4,2,2110,50.37752389907837
1698239861.634264,4,2,1667,32.675281047821045
1698239990.087717,4,7,8733,125.44680309295654
1698240136.152276,2,1,110,9.001026153564453
1698240154.479397,2,2,705,14.187644004821777
1698240175.756572,2,2,778,17.130072832107544
1698240193.736043,2,1,86,7.435557842254639
1698240219.474525,2,1,310,16.371230840682983
1698240241.637271,2,1,254,14.15044903755188
1698240277.46199,2,2,866,20.64787483215332
1698240311.713384,2,2,753,16.07885193824768
1698240361.676417,2,4,2260,40.38874411582947
1698240587.764109,6,1,340,17.58367896080017
1698240642.759491,6,3,2000,47.987967014312744
1698240715.323455,6,5,3239,61.55899095535278
1698240765.061028,6,2,1367,40.67427587509155
1698240814.424155,6,3,1871,42.84026503562927
1698240876.381067,6,3,2217,56.61801505088806
1698240896.201372,6,1,305,16.146908044815063
1698240917.298807,6,1,332,17.240576028823853
1698240934.556562,6,1,294,15.724105834960938
1698241007.783252,6,5,3458,70.29874396324158
1698241061.599334,6,1,282,15.194780111312866
1698241085.196712,6,1,323,16.838236093521118
1698241111.117271,6,1,472,22.85597586631775
1698241172.403544,6,4,2713,58.46412801742554
1698241246.193913,6,3,2420,64.7641429901123
1698241306.024793,6,4,2634,55.467665910720825
1698241399.663897,6,6,4439,91.55995607376099
1698241415.467537,6,1,208,12.285490989685059
1698241430.144261,6,1,222,12.858158826828003
1698241941.536084,3,17,10562,138.94172406196594
1698242095.841263,3,14,8845,123.72045707702637
1698242199.895353,2,1,60,11.475951910018921
1698242212.261429,2,1,162,10.475162982940674
1698242242.621458,2,3,1466,26.608836889266968
1698242284.079783,2,3,1726,36.983299016952515
1698242317.619675,2,2,1127,31.062620878219604
1698242361.822674,2,3,1835,41.369056940078735
1698242382.693972,2,1,354,18.240719079971313
1698242406.159997,2,2,892,21.6403911113739
1698242467.160449,2,6,3603,58.11844301223755
1698242476.182616,2,1,39,5.503062009811401
